f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.1,0.6,0.15,0.25,0.15,135,30
0.1,0.6,0.15,0.25,0.2,140,30
0.1,0.6,0.15,0.25,0.25,144,30
0.1,0.6,0.15,0.25,0.3,150,30
0.1,0.6,0.15,0.3,0.05,144,30
0.1,0.6,0.15,0.3,0.1,154,30
0.1,0.6,0.15,0.3,0.15,142,30
0.1,0.6,0.15,0.3,0.2,141,30
0.1,0.6,0.15,0.3,0.25,141,30
0.1,0.6,0.15,0.3,0.3,142,30
0.1,0.6,0.2,0.05,0.05,151,30
0.1,0.6,0.2,0.05,0.1,133,30
0.1,0.6,0.2,0.05,0.15,125,30
0.1,0.6,0.2,0.05,0.2,132,30
0.1,0.6,0.2,0.05,0.25,123,30
0.1,0.6,0.2,0.05,0.3,156,30
0.1,0.6,0.2,0.1,0.05,124,30
0.1,0.6,0.2,0.1,0.1,140,30
0.1,0.6,0.2,0.1,0.15,133,30
0.1,0.6,0.2,0.1,0.2,131,30
0.1,0.6,0.2,0.1,0.25,140,30
0.1,0.6,0.2,0.1,0.3,130,30
0.1,0.6,0.2,0.15,0.05,117,30
0.1,0.6,0.2,0.15,0.1,148,30
0.1,0.6,0.2,0.15,0.15,149,30
0.1,0.6,0.2,0.15,0.2,136,30
0.1,0.6,0.2,0.15,0.25,134,30
0.1,0.6,0.2,0.15,0.3,148,30
0.1,0.6,0.2,0.2,0.05,6,30
0.1,0.6,0.2,0.2,0.1,146,30
0.1,0.6,0.2,0.2,0.15,136,30
0.1,0.6,0.2,0.2,0.2,134,30
0.1,0.6,0.2,0.2,0.25,147,30
0.1,0.6,0.2,0.2,0.3,146,30
0.1,0.6,0.2,0.25,0.05,129,30
0.1,0.6,0.2,0.25,0.1,148,30
0.1,0.6,0.2,0.25,0.15,146,30
0.1,0.6,0.2,0.25,0.2,139,30
0.1,0.6,0.2,0.25,0.25,135,30
0.1,0.6,0.2,0.25,0.3,153,30
0.1,0.6,0.2,0.3,0.05,135,30
0.1,0.6,0.2,0.3,0.1,133,30
0.1,0.6,0.2,0.3,0.15,153,30
0.1,0.6,0.2,0.3,0.2,139,30
0.1,0.6,0.2,0.3,0.25,146,30
0.1,0.6,0.2,0.3,0.3,145,30
0.1,0.6,0.25,0.05,0.05,107,30
0.1,0.6,0.25,0.05,0.1,152,30
0.1,0.6,0.25,0.05,0.15,140,30
0.1,0.6,0.25,0.05,0.2,130,30
0.1,0.6,0.25,0.05,0.25,161,30
0.1,0.6,0.25,0.05,0.3,116,30
0.1,0.6,0.25,0.1,0.05,71,30
0.1,0.6,0.25,0.1,0.1,138,30
0.1,0.6,0.25,0.1,0.15,25,30
0.1,0.6,0.25,0.1,0.2,141,30
0.1,0.6,0.25,0.1,0.25,116,30
0.1,0.6,0.25,0.1,0.3,64,30
0.1,0.6,0.25,0.15,0.05,143,30
0.1,0.6,0.25,0.15,0.1,140,30
0.1,0.6,0.25,0.15,0.15,140,30
0.1,0.6,0.25,0.15,0.2,149,30
0.1,0.6,0.25,0.15,0.25,131,30
0.1,0.6,0.25,0.15,0.3,130,30
0.1,0.6,0.25,0.2,0.05,12,30
0.1,0.6,0.25,0.2,0.1,126,30
0.1,0.6,0.25,0.2,0.15,133,30
0.1,0.6,0.25,0.2,0.2,137,30
0.1,0.6,0.25,0.2,0.25,158,30
0.1,0.6,0.25,0.2,0.3,145,30
0.1,0.6,0.25,0.25,0.05,160,30
0.1,0.6,0.25,0.25,0.1,150,30
0.1,0.6,0.25,0.25,0.15,149,30
0.1,0.6,0.25,0.25,0.2,129,30
0.1,0.6,0.25,0.25,0.25,141,30
0.1,0.6,0.25,0.25,0.3,147,30
0.1,0.6,0.25,0.3,0.05,132,30
0.1,0.6,0.25,0.3,0.1,129,30
0.1,0.6,0.25,0.3,0.15,143,30
0.1,0.6,0.25,0.3,0.2,139,30
0.1,0.6,0.25,0.3,0.25,145,30
0.1,0.6,0.25,0.3,0.3,146,30
0.1,0.6,0.3,0.05,0.05,97,30
0.1,0.6,0.3,0.05,0.1,142,30
0.1,0.6,0.3,0.05,0.15,143,30
0.1,0.6,0.3,0.05,0.2,138,30
0.1,0.6,0.3,0.05,0.25,143,30
0.1,0.6,0.3,0.05,0.3,159,30
0.1,0.6,0.3,0.1,0.05,117,30
0.1,0.6,0.3,0.1,0.1,127,30
0.1,0.6,0.3,0.1,0.15,154,30
0.1,0.6,0.3,0.1,0.2,131,30
0.1,0.6,0.3,0.1,0.25,140,30
0.1,0.6,0.3,0.1,0.3,113,30
0.1,0.6,0.3,0.15,0.05,119,30
0.1,0.6,0.3,0.15,0.1,121,30
0.1,0.6,0.3,0.15,0.15,158,30
0.1,0.6,0.3,0.15,0.2,134,30
0.1,0.6,0.3,0.15,0.25,134,30
0.1,0.6,0.3,0.15,0.3,148,30
0.1,0.6,0.3,0.2,0.05,11,30
0.1,0.6,0.3,0.2,0.1,140,30
0.1,0.6,0.3,0.2,0.15,136,30
0.1,0.6,0.3,0.2,0.2,137,30
0.1,0.6,0.3,0.2,0.25,138,30
0.1,0.6,0.3,0.2,0.3,143,30
0.1,0.6,0.3,0.25,0.05,146,30
0.1,0.6,0.3,0.25,0.1,143,30
0.1,0.6,0.3,0.25,0.15,144,30
0.1,0.6,0.3,0.25,0.2,152,30
0.1,0.6,0.3,0.25,0.25,130,30
0.1,0.6,0.3,0.25,0.3,136,30
0.1,0.6,0.3,0.3,0.05,150,30
0.1,0.6,0.3,0.3,0.1,156,30
0.1,0.6,0.3,0.3,0.15,148,30
0.1,0.6,0.3,0.3,0.2,152,30
0.1,0.6,0.3,0.3,0.25,144,30
0.1,0.6,0.3,0.3,0.3,140,30
0.3,0.2,0.05,0.05,0.05,61,30
0.3,0.2,0.05,0.05,0.1,59,30
0.3,0.2,0.05,0.05,0.15,63,30
0.3,0.2,0.05,0.05,0.2,62,30
0.3,0.2,0.05,0.05,0.25,57,30
0.3,0.2,0.05,0.05,0.3,61,30
0.3,0.2,0.05,0.1,0.05,38,30
0.3,0.2,0.05,0.1,0.1,40,30
0.3,0.2,0.05,0.1,0.15,14,30
0.3,0.2,0.05,0.1,0.2,63,30
0.3,0.2,0.05,0.1,0.25,46,30
0.3,0.2,0.05,0.1,0.3,48,30
0.3,0.2,0.05,0.15,0.05,63,30
0.3,0.2,0.05,0.15,0.1,61,30
0.3,0.2,0.05,0.15,0.15,53,30
0.3,0.2,0.05,0.15,0.2,48,30
0.3,0.2,0.05,0.15,0.25,54,30
0.3,0.2,0.05,0.15,0.3,50,30
0.3,0.2,0.05,0.2,0.05,26,30
0.3,0.2,0.05,0.2,0.1,52,30
0.3,0.2,0.05,0.2,0.15,46,30
0.3,0.2,0.05,0.2,0.2,60,30
0.3,0.2,0.05,0.2,0.25,42,30
0.3,0.2,0.05,0.2,0.3,40,30
0.3,0.2,0.05,0.25,0.05,31,30
0.3,0.2,0.05,0.25,0.1,49,30
0.3,0.2,0.05,0.25,0.15,62,30
0.3,0.2,0.05,0.25,0.2,35,30
0.3,0.2,0.05,0.25,0.25,39,30
0.3,0.2,0.05,0.25,0.3,52,30
0.3,0.2,0.05,0.3,0.05,63,30
0.3,0.2,0.05,0.3,0.1,55,30
0.3,0.2,0.05,0.3,0.15,65,30
0.3,0.2,0.05,0.3,0.2,57,30
0.3,0.2,0.05,0.3,0.25,63,30
0.3,0.2,0.05,0.3,0.3,45,30
0.3,0.2,0.1,0.05,0.05,49,30
0.3,0.2,0.1,0.05,0.1,60,30
0.3,0.2,0.1,0.05,0.15,48,30
0.3,0.2,0.1,0.05,0.2,62,30
0.3,0.2,0.1,0.05,0.25,64,30
0.3,0.2,0.1,0.05,0.3,62,30
0.3,0.2,0.1,0.1,0.05,48,30
0.3,0.2,0.1,0.1,0.1,59,30
0.3,0.2,0.1,0.1,0.15,60,30
0.3,0.2,0.1,0.1,0.2,61,30
0.3,0.2,0.1,0.1,0.25,62,30
0.3,0.2,0.1,0.1,0.3,62,30
0.3,0.2,0.1,0.15,0.05,59,30
0.3,0.2,0.1,0.15,0.1,63,30
0.3,0.2,0.1,0.15,0.15,61,30
0.3,0.2,0.1,0.15,0.2,25,30
0.3,0.2,0.1,0.15,0.25,42,30
0.3,0.2,0.1,0.15,0.3,52,30
0.3,0.2,0.1,0.2,0.05,40,30
0.3,0.2,0.1,0.2,0.1,53,30
0.3,0.2,0.1,0.2,0.15,56,30
0.3,0.2,0.1,0.2,0.2,59,30
0.3,0.2,0.1,0.2,0.25,47,30
0.3,0.2,0.1,0.2,0.3,33,30
0.3,0.2,0.1,0.25,0.05,53,30
0.3,0.2,0.1,0.25,0.1,45,30
0.3,0.2,0.1,0.25,0.15,54,30
0.3,0.2,0.1,0.25,0.2,61,30
0.3,0.2,0.1,0.25,0.25,37,30
0.3,0.2,0.1,0.25,0.3,63,30
0.3,0.2,0.1,0.3,0.05,64,30
0.3,0.2,0.1,0.3,0.1,59,30
0.3,0.2,0.1,0.3,0.15,55,30
0.3,0.2,0.1,0.3,0.2,65,30
0.3,0.2,0.1,0.3,0.25,47,30
0.3,0.2,0.1,0.3,0.3,47,30
0.3,0.2,0.15,0.05,0.05,34,30
0.3,0.2,0.15,0.05,0.1,58,30
0.3,0.2,0.15,0.05,0.15,63,30
0.3,0.2,0.15,0.05,0.2,62,30
0.3,0.2,0.15,0.05,0.25,57,30
0.3,0.2,0.15,0.05,0.3,62,30
0.3,0.2,0.15,0.1,0.05,43,30
0.3,0.2,0.15,0.1,0.1,60,30
0.3,0.2,0.15,0.1,0.15,62,30
0.3,0.2,0.15,0.1,0.2,35,30
0.3,0.2,0.15,0.1,0.25,63,30
0.3,0.2,0.15,0.1,0.3,62,30
0.3,0.2,0.15,0.15,0.05,58,30
0.3,0.2,0.15,0.15,0.1,56,30
0.3,0.2,0.15,0.15,0.15,62,30
0.3,0.2,0.15,0.15,0.2,61,30
0.3,0.2,0.15,0.15,0.25,62,30
0.3,0.2,0.15,0.15,0.3,59,30
0.3,0.2,0.15,0.2,0.05,52,30
0.3,0.2,0.15,0.2,0.1,44,30
0.3,0.2,0.15,0.2,0.15,54,30
0.3,0.2,0.15,0.2,0.2,52,30
0.3,0.2,0.15,0.2,0.25,58,30
0.3,0.2,0.15,0.2,0.3,60,30
0.3,0.2,0.15,0.25,0.05,57,30
0.3,0.2,0.15,0.25,0.1,43,30
0.3,0.2,0.15,0.25,0.15,40,30
0.3,0.2,0.15,0.25,0.2,52,30
0.3,0.2,0.15,0.25,0.25,62,30
0.3,0.2,0.15,0.25,0.3,33,30
0.3,0.2,0.15,0.3,0.05,60,30
0.3,0.2,0.15,0.3,0.1,64,30
0.3,0.2,0.15,0.3,0.15,55,30
0.3,0.2,0.15,0.3,0.2,38,30
0.3,0.2,0.15,0.3,0.25,65,30
0.3,0.2,0.15,0.3,0.3,64,30
0.3,0.2,0.2,0.05,0.05,34,30
0.3,0.2,0.2,0.05,0.1,50,30
0.3,0.2,0.2,0.05,0.15,56,30
0.3,0.2,0.2,0.05,0.2,60,30
0.3,0.2,0.2,0.05,0.25,57,30
0.3,0.2,0.2,0.05,0.3,60,30
0.3,0.2,0.2,0.1,0.05,31,30
0.3,0.2,0.2,0.1,0.1,45,30
0.3,0.2,0.2,0.1,0.15,56,30
0.3,0.2,0.2,0.1,0.2,54,30
0.3,0.2,0.2,0.1,0.25,64,30
0.3,0.2,0.2,0.1,0.3,35,30
0.3,0.2,0.2,0.15,0.05,38,30
0.3,0.2,0.2,0.15,0.1,49,30
0.3,0.2,0.2,0.15,0.15,61,30
0.3,0.2,0.2,0.15,0.2,63,30
0.3,0.2,0.2,0.15,0.25,61,30
0.3,0.2,0.2,0.15,0.3,62,30
0.3,0.2,0.2,0.2,0.05,39,30
0.3,0.2,0.2,0.2,0.1,54,30
0.3,0.2,0.2,0.2,0.15,32,30
0.3,0.2,0.2,0.2,0.2,53,30
0.3,0.2,0.2,0.2,0.25,59,30
0.3,0.2,0.2,0.2,0.3,59,30
0.3,0.2,0.2,0.25,0.05,38,30
0.3,0.2,0.2,0.25,0.1,60,30
0.3,0.2,0.2,0.25,0.15,27,30
0.3,0.2,0.2,0.25,0.2,65,30
0.3,0.2,0.2,0.25,0.25,56,30
0.3,0.2,0.2,0.25,0.3,59,30
0.3,0.2,0.2,0.3,0.05,57,30
0.3,0.2,0.2,0.3,0.1,63,30
0.3,0.2,0.2,0.3,0.15,61,30
0.3,0.2,0.2,0.3,0.2,42,30
0.3,0.2,0.2,0.3,0.25,36,30
0.3,0.2,0.2,0.3,0.3,51,30
0.3,0.2,0.25,0.05,0.05,29,30
0.3,0.2,0.25,0.05,0.1,51,30
0.3,0.2,0.25,0.05,0.15,51,30
0.3,0.2,0.25,0.05,0.2,48,30
0.3,0.2,0.25,0.05,0.25,59,30
0.3,0.2,0.25,0.05,0.3,60,30
0.3,0.2,0.25,0.1,0.05,44,30
0.3,0.2,0.25,0.1,0.1,46,30
0.3,0.2,0.25,0.1,0.15,45,30
0.3,0.2,0.25,0.1,0.2,37,30
0.3,0.2,0.25,0.1,0.25,62,30
0.3,0.2,0.25,0.1,0.3,22,30
0.3,0.2,0.25,0.15,0.05,28,30
0.3,0.2,0.25,0.15,0.1,57,30
0.3,0.2,0.25,0.15,0.15,56,30
0.3,0.2,0.25,0.15,0.2,63,30
0.3,0.2,0.25,0.15,0.25,64,30
0.3,0.2,0.25,0.15,0.3,63,30
0.3,0.2,0.25,0.2,0.05,22,30
0.3,0.2,0.25,0.2,0.1,50,30
0.3,0.2,0.25,0.2,0.15,30,30
0.3,0.2,0.25,0.2,0.2,54,30
0.3,0.2,0.25,0.2,0.25,37,30
0.3,0.2,0.25,0.2,0.3,58,30
0.3,0.2,0.25,0.25,0.05,36,30
0.3,0.2,0.25,0.25,0.1,50,30
0.3,0.2,0.25,0.25,0.15,57,30
0.3,0.2,0.25,0.25,0.2,28,30
0.3,0.2,0.25,0.25,0.25,53,30
0.3,0.2,0.25,0.25,0.3,61,30
0.3,0.2,0.25,0.3,0.05,44,30
0.3,0.2,0.25,0.3,0.1,62,30
0.3,0.2,0.25,0.3,0.15,64,30
0.3,0.2,0.25,0.3,0.2,54,30
0.3,0.2,0.25,0.3,0.25,43,30
0.3,0.2,0.25,0.3,0.3,49,30
0.3,0.2,0.3,0.05,0.05,34,30
0.3,0.2,0.3,0.05,0.1,33,30
0.3,0.2,0.3,0.05,0.15,52,30
0.3,0.2,0.3,0.05,0.2,52,30
0.3,0.2,0.3,0.05,0.25,55,30
0.3,0.2,0.3,0.05,0.3,49,30
0.3,0.2,0.3,0.1,0.05,22,30
0.3,0.2,0.3,0.1,0.1,37,30
0.3,0.2,0.3,0.1,0.15,37,30
0.3,0.2,0.3,0.1,0.2,46,30
0.3,0.2,0.3,0.1,0.25,30,30
0.3,0.2,0.3,0.1,0.3,52,30
0.3,0.2,0.3,0.15,0.05,28,30
0.3,0.2,0.3,0.15,0.1,51,30
0.3,0.2,0.3,0.15,0.15,52,30
0.3,0.2,0.3,0.15,0.2,60,30
0.3,0.2,0.3,0.15,0.25,64,30
0.3,0.2,0.3,0.15,0.3,62,30
0.3,0.2,0.3,0.2,0.05,17,30
0.3,0.2,0.3,0.2,0.1,44,30
0.3,0.2,0.3,0.2,0.15,60,30
0.3,0.2,0.3,0.2,0.2,48,30
0.3,0.2,0.3,0.2,0.25,38,30
0.3,0.2,0.3,0.2,0.3,56,30
0.3,0.2,0.3,0.25,0.05,46,30
0.3,0.2,0.3,0.25,0.1,49,30
0.3,0.2,0.3,0.25,0.15,58,30
0.3,0.2,0.3,0.25,0.2,53,30
0.3,0.2,0.3,0.25,0.25,49,30
0.3,0.2,0.3,0.25,0.3,61,30
0.3,0.2,0.3,0.3,0.05,44,30
0.3,0.2,0.3,0.3,0.1,54,30
0.3,0.2,0.3,0.3,0.15,63,30
0.3,0.2,0.3,0.3,0.2,59,30
0.3,0.2,0.3,0.3,0.25,44,30
0.3,0.2,0.3,0.3,0.3,46,30
0.3,0.6,0.05,0.05,0.05,138,30
0.3,0.6,0.05,0.05,0.1,137,30
0.3,0.6,0.05,0.05,0.15,133,30
0.3,0.6,0.05,0.05,0.2,149,30
0.3,0.6,0.05,0.05,0.25,134,30
0.3,0.6,0.05,0.05,0.3,131,30
0.3,0.6,0.05,0.1,0.05,130,30
0.3,0.6,0.05,0.1,0.1,157,30
0.3,0.6,0.05,0.1,0.15,136,30
0.3,0.6,0.05,0.1,0.2,81,30
0.3,0.6,0.05,0.1,0.25,61,30
0.3,0.6,0.05,0.1,0.3,84,30
0.3,0.6,0.05,0.15,0.05,172,30
0.3,0.6,0.05,0.15,0.1,158,30
0.3,0.6,0.05,0.15,0.15,173,30
0.3,0.6,0.05,0.15,0.2,169,30
0.3,0.6,0.05,0.15,0.25,170,30
0.3,0.6,0.05,0.15,0.3,172,30
0.3,0.6,0.05,0.2,0.05,172,30
0.3,0.6,0.05,0.2,0.1,174,30
0.3,0.6,0.05,0.2,0.15,165,30
0.3,0.6,0.05,0.2,0.2,171,30
0.3,0.6,0.05,0.2,0.25,168,30
0.3,0.6,0.05,0.2,0.3,170,30
0.3,0.6,0.05,0.25,0.05,165,30
0.3,0.6,0.05,0.25,0.1,171,30
0.3,0.6,0.05,0.25,0.15,165,30
0.3,0.6,0.05,0.25,0.2,173,30
0.3,0.6,0.05,0.25,0.25,169,30
0.3,0.6,0.05,0.25,0.3,170,30
0.3,0.6,0.05,0.3,0.05,174,30
0.3,0.6,0.05,0.3,0.1,169,30
0.3,0.6,0.05,0.3,0.15,167,30
0.3,0.6,0.05,0.3,0.2,166,30
0.3,0.6,0.05,0.3,0.25,161,30
0.3,0.6,0.05,0.3,0.3,173,30
0.3,0.6,0.1,0.05,0.05,128,30
0.3,0.6,0.1,0.05,0.1,130,30
0.3,0.6,0.1,0.05,0.15,135,30
0.3,0.6,0.1,0.05,0.2,136,30
0.3,0.6,0.1,0.05,0.25,145,30
0.3,0.6,0.1,0.05,0.3,139,30
0.3,0.6,0.1,0.1,0.05,158,30
0.3,0.6,0.1,0.1,0.1,169,30
0.3,0.6,0.1,0.1,0.15,171,30
0.3,0.6,0.1,0.1,0.2,137,30
0.3,0.6,0.1,0.1,0.25,127,30
0.3,0.6,0.1,0.1,0.3,167,30
0.3,0.6,0.1,0.15,0.05,172,30
0.3,0.6,0.1,0.15,0.1,171,30
0.3,0.6,0.1,0.15,0.15,168,30
0.3,0.6,0.1,0.15,0.2,172,30
0.3,0.6,0.1,0.15,0.25,168,30
0.3,0.6,0.1,0.15,0.3,173,30
0.3,0.6,0.1,0.2,0.05,175,30
0.3,0.6,0.1,0.2,0.1,162,30
0.3,0.6,0.1,0.2,0.15,173,30
0.3,0.6,0.1,0.2,0.2,173,30
0.3,0.6,0.1,0.2,0.25,174,30
0.3,0.6,0.1,0.2,0.3,174,30
0.3,0.6,0.1,0.25,0.05,174,30
0.3,0.6,0.1,0.25,0.1,172,30
0.3,0.6,0.1,0.25,0.15,171,30
0.3,0.6,0.1,0.25,0.2,167,30
0.3,0.6,0.1,0.25,0.25,165,30
0.3,0.6,0.1,0.25,0.3,160,30
0.3,0.6,0.1,0.3,0.05,174,30
0.3,0.6,0.1,0.3,0.1,171,30
0.3,0.6,0.1,0.3,0.15,167,30
0.3,0.6,0.1,0.3,0.2,162,30
0.3,0.6,0.1,0.3,0.25,173,30
0.3,0.6,0.1,0.3,0.3,173,30
0.3,0.6,0.15,0.05,0.05,136,30
0.3,0.6,0.15,0.05,0.1,123,30
0.3,0.6,0.15,0.05,0.15,137,30
0.3,0.6,0.15,0.05,0.2,137,30
0.3,0.6,0.15,0.05,0.25,137,30
0.3,0.6,0.15,0.05,0.3,133,30
0.3,0.6,0.15,0.1,0.05,132,30
0.3,0.6,0.15,0.1,0.1,170,30
0.3,0.6,0.15,0.1,0.15,136,30
0.3,0.6,0.15,0.1,0.2,174,30
0.3,0.6,0.15,0.1,0.25,144,30
0.3,0.6,0.15,0.1,0.3,119,30
0.3,0.6,0.15,0.15,0.05,159,30
0.3,0.6,0.15,0.15,0.1,174,30
0.3,0.6,0.15,0.15,0.15,164,30
0.3,0.6,0.15,0.15,0.2,170,30
0.3,0.6,0.15,0.15,0.25,167,30
0.3,0.6,0.15,0.15,0.3,166,30
0.3,0.6,0.15,0.2,0.05,173,30
0.3,0.6,0.15,0.2,0.1,166,30
0.3,0.6,0.15,0.2,0.15,173,30
0.3,0.6,0.15,0.2,0.2,174,30
0.3,0.6,0.15,0.2,0.25,164,30
0.3,0.6,0.15,0.2,0.3,162,30
0.3,0.6,0.15,0.25,0.05,174,30
0.3,0.6,0.15,0.25,0.1,173,30
0.3,0.6,0.15,0.25,0.15,169,30
0.3,0.6,0.15,0.25,0.2,163,30
0.3,0.6,0.15,0.25,0.25,167,30
0.3,0.6,0.15,0.25,0.3,167,30
0.3,0.6,0.15,0.3,0.05,174,30
0.3,0.6,0.15,0.3,0.1,174,30
0.3,0.6,0.15,0.3,0.15,173,30
0.3,0.6,0.15,0.3,0.2,161,30
0.3,0.6,0.15,0.3,0.25,173,30
0.3,0.6,0.15,0.3,0.3,173,30
0.3,0.6,0.2,0.05,0.05,129,30
0.3,0.6,0.2,0.05,0.1,132,30
0.3,0.6,0.2,0.05,0.15,145,30
0.3,0.6,0.2,0.05,0.2,136,30
0.3,0.6,0.2,0.05,0.25,137,30
0.3,0.6,0.2,0.05,0.3,136,30
0.3,0.6,0.2,0.1,0.05,161,30
0.3,0.6,0.2,0.1,0.1,167,30
0.3,0.6,0.2,0.1,0.15,160,30
0.3,0.6,0.2,0.1,0.2,159,30
0.3,0.6,0.2,0.1,0.25,124,30
0.3,0.6,0.2,0.1,0.3,160,30
0.3,0.6,0.2,0.15,0.05,156,30
0.3,0.6,0.2,0.15,0.1,172,30
0.3,0.6,0.2,0.15,0.15,173,30
0.3,0.6,0.2,0.15,0.2,163,30
0.3,0.6,0.2,0.15,0.25,171,30
0.3,0.6,0.2,0.15,0.3,167,30
0.3,0.6,0.2,0.2,0.05,173,30
0.3,0.6,0.2,0.2,0.1,173,30
0.3,0.6,0.2,0.2,0.15,171,30
0.3,0.6,0.2,0.2,0.2,162,30
0.3,0.6,0.2,0.2,0.25,173,30
0.3,0.6,0.2,0.2,0.3,154,30
0.3,0.6,0.2,0.25,0.05,174,30
0.3,0.6,0.2,0.25,0.1,173,30
0.3,0.6,0.2,0.25,0.15,168,30
0.3,0.6,0.2,0.25,0.2,165,30
0.3,0.6,0.2,0.25,0.25,171,30
0.3,0.6,0.2,0.25,0.3,166,30
0.3,0.6,0.2,0.3,0.05,174,30
0.3,0.6,0.2,0.3,0.1,174,30
0.3,0.6,0.2,0.3,0.15,173,30
0.3,0.6,0.2,0.3,0.2,170,30
0.3,0.6,0.2,0.3,0.25,163,30
0.3,0.6,0.2,0.3,0.3,170,30
0.3,0.6,0.25,0.05,0.05,147,30
0.3,0.6,0.25,0.05,0.1,101,30
0.3,0.6,0.25,0.05,0.15,143,30
0.3,0.6,0.25,0.05,0.2,140,30
0.3,0.6,0.25,0.05,0.25,157,30
0.3,0.6,0.25,0.05,0.3,124,30
0.3,0.6,0.25,0.1,0.05,165,30
0.3,0.6,0.25,0.1,0.1,151,30
0.3,0.6,0.25,0.1,0.15,150,30
0.3,0.6,0.25,0.1,0.2,164,30
0.3,0.6,0.25,0.1,0.25,169,30
0.3,0.6,0.25,0.1,0.3,148,30
0.3,0.6,0.25,0.15,0.05,174,30
0.3,0.6,0.25,0.15,0.1,166,30
0.3,0.6,0.25,0.15,0.15,164,30
0.3,0.6,0.25,0.15,0.2,164,30
0.3,0.6,0.25,0.15,0.25,169,30
0.3,0.6,0.25,0.15,0.3,166,30
0.3,0.6,0.25,0.2,0.05,173,30
0.3,0.6,0.25,0.2,0.1,169,30
0.3,0.6,0.25,0.2,0.15,167,30
0.3,0.6,0.25,0.2,0.2,163,30
0.3,0.6,0.25,0.2,0.25,171,30
0.3,0.6,0.25,0.2,0.3,172,30
0.3,0.6,0.25,0.25,0.05,175,30
0.3,0.6,0.25,0.25,0.1,173,30
0.3,0.6,0.25,0.25,0.15,171,30
0.3,0.6,0.25,0.25,0.2,168,30
0.3,0.6,0.25,0.25,0.25,166,30
0.3,0.6,0.25,0.25,0.3,166,30
0.3,0.6,0.25,0.3,0.05,175,30
0.3,0.6,0.25,0.3,0.1,173,30
0.3,0.6,0.25,0.3,0.15,171,30
0.3,0.6,0.25,0.3,0.2,172,30
0.3,0.6,0.25,0.3,0.25,170,30
0.3,0.6,0.25,0.3,0.3,171,30
0.3,0.6,0.3,0.05,0.05,139,30
0.3,0.6,0.3,0.05,0.1,140,30
0.3,0.6,0.3,0.05,0.15,137,30
0.3,0.6,0.3,0.05,0.2,127,30
0.3,0.6,0.3,0.05,0.25,130,30
0.3,0.6,0.3,0.05,0.3,159,30
0.3,0.6,0.3,0.1,0.05,152,30
0.3,0.6,0.3,0.1,0.1,169,30
0.3,0.6,0.3,0.1,0.15,167,30
0.3,0.6,0.3,0.1,0.2,151,30
0.3,0.6,0.3,0.1,0.25,150,30
0.3,0.6,0.3,0.1,0.3,166,30
0.3,0.6,0.3,0.15,0.05,160,30
0.3,0.6,0.3,0.15,0.1,162,30
0.3,0.6,0.3,0.15,0.15,165,30
0.3,0.6,0.3,0.15,0.2,172,30
0.3,0.6,0.3,0.15,0.25,162,30
0.3,0.6,0.3,0.15,0.3,155,30
0.3,0.6,0.3,0.2,0.05,171,30
0.3,0.6,0.3,0.2,0.1,163,30
0.3,0.6,0.3,0.2,0.15,158,30
0.3,0.6,0.3,0.2,0.2,160,30
0.3,0.6,0.3,0.2,0.25,172,30
0.3,0.6,0.3,0.2,0.3,172,30
0.3,0.6,0.3,0.25,0.05,175,30
0.3,0.6,0.3,0.25,0.1,173,30
0.3,0.6,0.3,0.25,0.15,173,30
0.3,0.6,0.3,0.25,0.2,172,30
0.3,0.6,0.3,0.25,0.25,172,30
0.3,0.6,0.3,0.25,0.3,173,30
0.3,0.6,0.3,0.3,0.05,171,30
0.3,0.6,0.3,0.3,0.1,174,30
0.3,0.6,0.3,0.3,0.15,167,30
0.3,0.6,0.3,0.3,0.2,168,30
0.3,0.6,0.3,0.3,0.25,174,30
0.3,0.6,0.3,0.3,0.3,167,30
0.1,0.2,0.05,0.05,0.05,2,31
0.1,0.2,0.05,0.05,0.1,34,31
0.1,0.2,0.05,0.05,0.15,42,31
0.1,0.2,0.05,0.05,0.2,36,31
0.1,0.2,0.05,0.05,0.25,50,31
0.1,0.2,0.05,0.05,0.3,50,31
0.1,0.2,0.05,0.1,0.05,32,31
0.1,0.2,0.05,0.1,0.1,17,31
0.1,0.2,0.05,0.1,0.15,25,31
0.1,0.2,0.05,0.1,0.2,27,31
0.1,0.2,0.05,0.1,0.25,46,31
0.1,0.2,0.05,0.1,0.3,26,31
0.1,0.2,0.05,0.15,0.05,28,31
0.1,0.2,0.05,0.15,0.1,38,31
0.1,0.2,0.05,0.15,0.15,45,31
0.1,0.2,0.05,0.15,0.2,44,31
0.1,0.2,0.05,0.15,0.25,13,31
0.1,0.2,0.05,0.15,0.3,28,31
0.1,0.2,0.05,0.2,0.05,30,31
0.1,0.2,0.05,0.2,0.1,0,31
0.1,0.2,0.05,0.2,0.15,25,31
0.1,0.2,0.05,0.2,0.2,20,31
0.1,0.2,0.05,0.2,0.25,1,31
0.1,0.2,0.05,0.2,0.3,28,31
0.1,0.2,0.05,0.25,0.05,0,31
0.1,0.2,0.05,0.25,0.1,43,31
0.1,0.2,0.05,0.25,0.15,0,31
0.1,0.2,0.05,0.25,0.2,0,31
0.1,0.2,0.05,0.25,0.25,0,31
0.1,0.2,0.05,0.25,0.3,50,31
0.1,0.2,0.05,0.3,0.05,42,31
0.1,0.2,0.05,0.3,0.1,42,31
