f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.1,0.2,0.15,0.05,0.2,47,14
0.1,0.2,0.15,0.05,0.25,32,14
0.1,0.2,0.15,0.05,0.3,30,14
0.1,0.2,0.15,0.1,0.05,7,14
0.1,0.2,0.15,0.1,0.1,32,14
0.1,0.2,0.15,0.1,0.15,21,14
0.1,0.2,0.15,0.1,0.2,27,14
0.1,0.2,0.15,0.1,0.25,7,14
0.1,0.2,0.15,0.1,0.3,38,14
0.1,0.2,0.15,0.15,0.05,26,14
0.1,0.2,0.15,0.15,0.1,42,14
0.1,0.2,0.15,0.15,0.15,0,14
0.1,0.2,0.15,0.15,0.2,37,14
0.1,0.2,0.15,0.15,0.25,38,14
0.1,0.2,0.15,0.15,0.3,22,14
0.1,0.2,0.15,0.2,0.05,0,14
0.1,0.2,0.15,0.2,0.1,0,14
0.1,0.2,0.15,0.2,0.15,34,14
0.1,0.2,0.15,0.2,0.2,0,14
0.1,0.2,0.15,0.2,0.25,33,14
0.1,0.2,0.15,0.2,0.3,31,14
0.1,0.2,0.15,0.25,0.05,1,14
0.1,0.2,0.15,0.25,0.1,0,14
0.1,0.2,0.15,0.25,0.15,23,14
0.1,0.2,0.15,0.25,0.2,40,14
0.1,0.2,0.15,0.25,0.25,0,14
0.1,0.2,0.15,0.25,0.3,0,14
0.1,0.2,0.15,0.3,0.05,29,14
0.1,0.2,0.15,0.3,0.1,40,14
0.1,0.2,0.15,0.3,0.15,37,14
0.1,0.2,0.15,0.3,0.2,13,14
0.1,0.2,0.15,0.3,0.25,26,14
0.1,0.2,0.15,0.3,0.3,25,14
0.1,0.2,0.2,0.05,0.05,1,14
0.1,0.2,0.2,0.05,0.1,14,14
0.1,0.2,0.2,0.05,0.15,33,14
0.1,0.2,0.2,0.05,0.2,35,14
0.1,0.2,0.2,0.05,0.25,0,14
0.1,0.2,0.2,0.05,0.3,37,14
0.1,0.2,0.2,0.1,0.05,1,14
0.1,0.2,0.2,0.1,0.1,5,14
0.1,0.2,0.2,0.1,0.15,32,14
0.1,0.2,0.2,0.1,0.2,26,14
0.1,0.2,0.2,0.1,0.25,40,14
0.1,0.2,0.2,0.1,0.3,41,14
0.1,0.2,0.2,0.15,0.05,16,14
0.1,0.2,0.2,0.15,0.1,32,14
0.1,0.2,0.2,0.15,0.15,8,14
0.1,0.2,0.2,0.15,0.2,18,14
0.1,0.2,0.2,0.15,0.25,34,14
0.1,0.2,0.2,0.15,0.3,38,14
0.1,0.2,0.2,0.2,0.05,0,14
0.1,0.2,0.2,0.2,0.1,31,14
0.1,0.2,0.2,0.2,0.15,0,14
0.1,0.2,0.2,0.2,0.2,0,14
0.1,0.2,0.2,0.2,0.25,0,14
0.1,0.2,0.2,0.2,0.3,15,14
0.1,0.2,0.2,0.25,0.05,1,14
0.1,0.2,0.2,0.25,0.1,0,14
0.1,0.2,0.2,0.25,0.15,14,14
0.1,0.2,0.2,0.25,0.2,27,14
0.1,0.2,0.2,0.25,0.25,42,14
0.1,0.2,0.2,0.25,0.3,0,14
0.1,0.2,0.2,0.3,0.05,41,14
0.1,0.2,0.2,0.3,0.1,41,14
0.1,0.2,0.2,0.3,0.15,40,14
0.1,0.2,0.2,0.3,0.2,12,14
0.1,0.2,0.2,0.3,0.25,14,14
0.1,0.2,0.2,0.3,0.3,25,14
0.1,0.2,0.25,0.05,0.05,4,14
0.1,0.2,0.25,0.05,0.1,12,14
0.1,0.2,0.25,0.05,0.15,9,14
0.1,0.2,0.25,0.05,0.2,23,14
0.1,0.2,0.25,0.05,0.25,27,14
0.1,0.2,0.25,0.05,0.3,28,14
0.1,0.2,0.25,0.1,0.05,1,14
0.1,0.2,0.25,0.1,0.1,0,14
0.1,0.2,0.25,0.1,0.15,27,14
0.1,0.2,0.25,0.1,0.2,0,14
0.1,0.2,0.25,0.1,0.25,0,14
0.1,0.2,0.25,0.1,0.3,0,14
0.1,0.2,0.25,0.15,0.05,18,14
0.1,0.2,0.25,0.15,0.1,1,14
0.1,0.2,0.25,0.15,0.15,26,14
0.1,0.2,0.25,0.15,0.2,19,14
0.1,0.2,0.25,0.15,0.25,12,14
0.1,0.2,0.25,0.15,0.3,16,14
0.1,0.2,0.25,0.2,0.05,0,14
0.1,0.2,0.25,0.2,0.1,9,14
0.1,0.2,0.25,0.2,0.15,0,14
0.1,0.2,0.25,0.2,0.2,0,14
0.1,0.2,0.25,0.2,0.25,0,14
0.1,0.2,0.25,0.2,0.3,0,14
0.1,0.2,0.25,0.25,0.05,2,14
0.1,0.2,0.25,0.25,0.1,0,14
0.1,0.2,0.25,0.25,0.15,0,14
0.1,0.2,0.25,0.25,0.2,27,14
0.1,0.2,0.25,0.25,0.25,37,14
0.1,0.2,0.25,0.25,0.3,0,14
0.1,0.2,0.25,0.3,0.05,33,14
0.1,0.2,0.25,0.3,0.1,43,14
0.1,0.2,0.25,0.3,0.15,26,14
0.1,0.2,0.25,0.3,0.2,19,14
0.1,0.2,0.25,0.3,0.25,8,14
0.1,0.2,0.25,0.3,0.3,17,14
0.1,0.2,0.3,0.05,0.05,0,14
0.1,0.2,0.3,0.05,0.1,1,14
0.1,0.2,0.3,0.05,0.15,1,14
0.1,0.2,0.3,0.05,0.2,10,14
0.1,0.2,0.3,0.05,0.25,37,14
0.1,0.2,0.3,0.05,0.3,26,14
0.1,0.2,0.3,0.1,0.05,2,14
0.1,0.2,0.3,0.1,0.1,1,14
0.1,0.2,0.3,0.1,0.15,0,14
0.1,0.2,0.3,0.1,0.2,22,14
0.1,0.2,0.3,0.1,0.25,37,14
0.1,0.2,0.3,0.1,0.3,0,14
0.1,0.2,0.3,0.15,0.05,3,14
0.1,0.2,0.3,0.15,0.1,4,14
0.1,0.2,0.3,0.15,0.15,13,14
0.1,0.2,0.3,0.15,0.2,3,14
0.1,0.2,0.3,0.15,0.25,35,14
0.1,0.2,0.3,0.15,0.3,45,14
0.1,0.2,0.3,0.2,0.05,0,14
0.1,0.2,0.3,0.2,0.1,8,14
0.1,0.2,0.3,0.2,0.15,0,14
0.1,0.2,0.3,0.2,0.2,0,14
0.1,0.2,0.3,0.2,0.25,0,14
0.1,0.2,0.3,0.2,0.3,0,14
0.1,0.2,0.3,0.25,0.05,1,14
0.1,0.2,0.3,0.25,0.1,0,14
0.1,0.2,0.3,0.25,0.15,0,14
0.1,0.2,0.3,0.25,0.2,17,14
0.1,0.2,0.3,0.25,0.25,29,14
0.1,0.2,0.3,0.25,0.3,23,14
0.1,0.2,0.3,0.3,0.05,32,14
0.1,0.2,0.3,0.3,0.1,38,14
0.1,0.2,0.3,0.3,0.15,41,14
0.1,0.2,0.3,0.3,0.2,13,14
0.1,0.2,0.3,0.3,0.25,14,14
0.1,0.2,0.3,0.3,0.3,4,14
0.3,0.2,0.05,0.05,0.05,50,14
0.3,0.2,0.05,0.05,0.1,25,14
0.3,0.2,0.05,0.05,0.15,25,14
0.3,0.2,0.05,0.05,0.2,23,14
0.3,0.2,0.05,0.05,0.25,10,14
0.3,0.2,0.05,0.05,0.3,24,14
0.3,0.2,0.05,0.1,0.05,44,14
0.3,0.2,0.05,0.1,0.1,15,14
0.3,0.2,0.05,0.1,0.15,53,14
0.3,0.2,0.05,0.1,0.2,53,14
0.3,0.2,0.05,0.1,0.25,43,14
0.3,0.2,0.05,0.1,0.3,22,14
0.3,0.2,0.05,0.15,0.05,51,14
0.3,0.2,0.05,0.15,0.1,53,14
0.3,0.2,0.05,0.15,0.15,37,14
0.3,0.2,0.05,0.15,0.2,49,14
0.3,0.2,0.05,0.15,0.25,52,14
0.3,0.2,0.05,0.15,0.3,50,14
0.3,0.2,0.05,0.2,0.05,57,14
0.3,0.2,0.05,0.2,0.1,39,14
0.3,0.2,0.05,0.2,0.15,30,14
0.3,0.2,0.05,0.2,0.2,33,14
0.3,0.2,0.05,0.2,0.25,38,14
0.3,0.2,0.05,0.2,0.3,52,14
0.3,0.2,0.05,0.25,0.05,45,14
0.3,0.2,0.05,0.25,0.1,57,14
0.3,0.2,0.05,0.25,0.15,55,14
0.3,0.2,0.05,0.25,0.2,57,14
0.3,0.2,0.05,0.25,0.25,45,14
0.3,0.2,0.05,0.25,0.3,5,14
0.3,0.2,0.05,0.3,0.05,55,14
0.3,0.2,0.05,0.3,0.1,53,14
0.3,0.2,0.05,0.3,0.15,57,14
0.3,0.2,0.05,0.3,0.2,57,14
0.3,0.2,0.05,0.3,0.25,55,14
0.3,0.2,0.05,0.3,0.3,55,14
0.3,0.2,0.1,0.05,0.05,43,14
0.3,0.2,0.1,0.05,0.1,19,14
0.3,0.2,0.1,0.05,0.15,53,14
0.3,0.2,0.1,0.05,0.2,29,14
0.3,0.2,0.1,0.05,0.25,44,14
0.3,0.2,0.1,0.05,0.3,31,14
0.3,0.2,0.1,0.1,0.05,51,14
0.3,0.2,0.1,0.1,0.1,54,14
0.3,0.2,0.1,0.1,0.15,39,14
0.3,0.2,0.1,0.1,0.2,56,14
0.3,0.2,0.1,0.1,0.25,35,14
0.3,0.2,0.1,0.1,0.3,9,14
0.3,0.2,0.1,0.15,0.05,41,14
0.3,0.2,0.1,0.15,0.1,21,14
0.3,0.2,0.1,0.15,0.15,5,14
0.3,0.2,0.1,0.15,0.2,31,14
0.3,0.2,0.1,0.15,0.25,41,14
0.3,0.2,0.1,0.15,0.3,49,14
0.3,0.2,0.1,0.2,0.05,45,14
0.3,0.2,0.1,0.2,0.1,54,14
0.3,0.2,0.1,0.2,0.15,54,14
0.3,0.2,0.1,0.2,0.2,51,14
0.3,0.2,0.1,0.2,0.25,27,14
0.3,0.2,0.1,0.2,0.3,22,14
0.3,0.2,0.1,0.25,0.05,51,14
0.3,0.2,0.1,0.25,0.1,37,14
0.3,0.2,0.1,0.25,0.15,57,14
0.3,0.2,0.1,0.25,0.2,57,14
0.3,0.2,0.1,0.25,0.25,57,14
0.3,0.2,0.1,0.25,0.3,55,14
0.3,0.2,0.1,0.3,0.05,44,14
0.3,0.2,0.1,0.3,0.1,54,14
0.3,0.2,0.1,0.3,0.15,43,14
0.3,0.2,0.1,0.3,0.2,29,14
0.3,0.2,0.1,0.3,0.25,57,14
0.3,0.2,0.1,0.3,0.3,57,14
0.3,0.2,0.15,0.05,0.05,34,14
0.3,0.2,0.15,0.05,0.1,26,14
0.3,0.2,0.15,0.05,0.15,45,14
0.3,0.2,0.15,0.05,0.2,53,14
0.3,0.2,0.15,0.05,0.25,53,14
0.3,0.2,0.15,0.05,0.3,53,14
0.3,0.2,0.15,0.1,0.05,39,14
0.3,0.2,0.15,0.1,0.1,47,14
0.3,0.2,0.15,0.1,0.15,53,14
0.3,0.2,0.15,0.1,0.2,29,14
0.3,0.2,0.15,0.1,0.25,43,14
0.3,0.2,0.15,0.1,0.3,36,14
0.3,0.2,0.15,0.15,0.05,45,14
0.3,0.2,0.15,0.15,0.1,29,14
0.3,0.2,0.15,0.15,0.15,49,14
0.3,0.2,0.15,0.15,0.2,54,14
0.3,0.2,0.15,0.15,0.25,53,14
0.3,0.2,0.15,0.15,0.3,37,14
0.3,0.2,0.15,0.2,0.05,33,14
0.3,0.2,0.15,0.2,0.1,45,14
0.3,0.2,0.15,0.2,0.15,57,14
0.3,0.2,0.15,0.2,0.2,54,14
0.3,0.2,0.15,0.2,0.25,55,14
0.3,0.2,0.15,0.2,0.3,52,14
0.3,0.2,0.15,0.25,0.05,44,14
0.3,0.2,0.15,0.25,0.1,45,14
0.3,0.2,0.15,0.25,0.15,43,14
0.3,0.2,0.15,0.25,0.2,55,14
0.3,0.2,0.15,0.25,0.25,57,14
0.3,0.2,0.15,0.25,0.3,57,14
0.3,0.2,0.15,0.3,0.05,34,14
0.3,0.2,0.15,0.3,0.1,48,14
0.3,0.2,0.15,0.3,0.15,47,14
0.3,0.2,0.15,0.3,0.2,52,14
0.3,0.2,0.15,0.3,0.25,31,14
0.3,0.2,0.15,0.3,0.3,54,14
0.3,0.2,0.2,0.05,0.05,23,14
0.3,0.2,0.2,0.05,0.1,41,14
0.3,0.2,0.2,0.05,0.15,28,14
0.3,0.2,0.2,0.05,0.2,53,14
0.3,0.2,0.2,0.05,0.25,46,14
0.3,0.2,0.2,0.05,0.3,42,14
0.3,0.2,0.2,0.1,0.05,38,14
0.3,0.2,0.2,0.1,0.1,42,14
0.3,0.2,0.2,0.1,0.15,48,14
0.3,0.2,0.2,0.1,0.2,27,14
0.3,0.2,0.2,0.1,0.25,45,14
0.3,0.2,0.2,0.1,0.3,21,14
0.3,0.2,0.2,0.15,0.05,37,14
0.3,0.2,0.2,0.15,0.1,45,14
0.3,0.2,0.2,0.15,0.15,51,14
0.3,0.2,0.2,0.15,0.2,24,14
0.3,0.2,0.2,0.15,0.25,52,14
0.3,0.2,0.2,0.15,0.3,55,14
0.3,0.2,0.2,0.2,0.05,24,14
0.3,0.2,0.2,0.2,0.1,37,14
0.3,0.2,0.2,0.2,0.15,53,14
0.3,0.2,0.2,0.2,0.2,57,14
0.3,0.2,0.2,0.2,0.25,49,14
0.3,0.2,0.2,0.2,0.3,46,14
0.3,0.2,0.2,0.25,0.05,36,14
0.3,0.2,0.2,0.25,0.1,30,14
0.3,0.2,0.2,0.25,0.15,27,14
0.3,0.2,0.2,0.25,0.2,57,14
0.3,0.2,0.2,0.25,0.25,55,14
0.3,0.2,0.2,0.25,0.3,56,14
0.3,0.2,0.2,0.3,0.05,47,14
0.3,0.2,0.2,0.3,0.1,48,14
0.3,0.2,0.2,0.3,0.15,55,14
0.3,0.2,0.2,0.3,0.2,35,14
0.3,0.2,0.2,0.3,0.25,30,14
0.3,0.2,0.2,0.3,0.3,51,14
0.3,0.2,0.25,0.05,0.05,29,14
0.3,0.2,0.25,0.05,0.1,26,14
0.3,0.2,0.25,0.05,0.15,44,14
0.3,0.2,0.25,0.05,0.2,42,14
0.3,0.2,0.25,0.05,0.25,37,14
0.3,0.2,0.25,0.05,0.3,46,14
0.3,0.2,0.25,0.1,0.05,28,14
0.3,0.2,0.25,0.1,0.1,50,14
0.3,0.2,0.25,0.1,0.15,36,14
0.3,0.2,0.25,0.1,0.2,52,14
0.3,0.2,0.25,0.1,0.25,49,14
0.3,0.2,0.25,0.1,0.3,43,14
0.3,0.2,0.25,0.15,0.05,22,14
0.3,0.2,0.25,0.15,0.1,42,14
0.3,0.2,0.25,0.15,0.15,38,14
0.3,0.2,0.25,0.15,0.2,40,14
0.3,0.2,0.25,0.15,0.25,47,14
0.3,0.2,0.25,0.15,0.3,54,14
0.3,0.2,0.25,0.2,0.05,21,14
0.3,0.2,0.25,0.2,0.1,30,14
0.3,0.2,0.25,0.2,0.15,48,14
0.3,0.2,0.25,0.2,0.2,52,14
0.3,0.2,0.25,0.2,0.25,49,14
0.3,0.2,0.25,0.2,0.3,52,14
0.3,0.2,0.25,0.25,0.05,38,14
0.3,0.2,0.25,0.25,0.1,47,14
0.3,0.2,0.25,0.25,0.15,45,14
0.3,0.2,0.25,0.25,0.2,43,14
0.3,0.2,0.25,0.25,0.25,57,14
0.3,0.2,0.25,0.25,0.3,57,14
0.3,0.2,0.25,0.3,0.05,43,14
0.3,0.2,0.25,0.3,0.1,51,14
0.3,0.2,0.25,0.3,0.15,31,14
0.3,0.2,0.25,0.3,0.2,34,14
0.3,0.2,0.25,0.3,0.25,31,14
0.3,0.2,0.25,0.3,0.3,30,14
0.3,0.2,0.3,0.05,0.05,23,14
0.3,0.2,0.3,0.05,0.1,35,14
0.3,0.2,0.3,0.05,0.15,39,14
0.3,0.2,0.3,0.05,0.2,49,14
0.3,0.2,0.3,0.05,0.25,46,14
0.3,0.2,0.3,0.05,0.3,30,14
0.3,0.2,0.3,0.1,0.05,26,14
0.3,0.2,0.3,0.1,0.1,40,14
0.3,0.2,0.3,0.1,0.15,29,14
0.3,0.2,0.3,0.1,0.2,33,14
0.3,0.2,0.3,0.1,0.25,53,14
0.3,0.2,0.3,0.1,0.3,44,14
0.3,0.2,0.3,0.15,0.05,33,14
0.3,0.2,0.3,0.15,0.1,46,14
0.3,0.2,0.3,0.15,0.15,53,14
0.3,0.2,0.3,0.15,0.2,46,14
0.3,0.2,0.3,0.15,0.25,50,14
0.3,0.2,0.3,0.15,0.3,53,14
0.3,0.2,0.3,0.2,0.05,23,14
0.3,0.2,0.3,0.2,0.1,45,14
0.3,0.2,0.3,0.2,0.15,41,14
0.3,0.2,0.3,0.2,0.2,44,14
0.3,0.2,0.3,0.2,0.25,52,14
0.3,0.2,0.3,0.2,0.3,54,14
0.3,0.2,0.3,0.25,0.05,32,14
0.3,0.2,0.3,0.25,0.1,47,14
0.3,0.2,0.3,0.25,0.15,51,14
0.3,0.2,0.3,0.25,0.2,47,14
0.3,0.2,0.3,0.25,0.25,57,14
0.3,0.2,0.3,0.25,0.3,53,14
0.3,0.2,0.3,0.3,0.05,35,14
0.3,0.2,0.3,0.3,0.1,44,14
0.3,0.2,0.3,0.3,0.15,53,14
0.3,0.2,0.3,0.3,0.2,49,14
0.3,0.2,0.3,0.3,0.25,49,14
0.3,0.2,0.3,0.3,0.3,33,14
0.1,0.2,0.05,0.05,0.05,57,15
0.1,0.2,0.05,0.05,0.1,0,15
0.1,0.2,0.05,0.05,0.15,33,15
0.1,0.2,0.05,0.05,0.2,56,15
0.1,0.2,0.05,0.05,0.25,0,15
0.1,0.2,0.05,0.05,0.3,51,15
0.1,0.2,0.05,0.1,0.05,44,15
0.1,0.2,0.05,0.1,0.1,57,15
0.1,0.2,0.05,0.1,0.15,58,15
0.1,0.2,0.05,0.1,0.2,51,15
0.1,0.2,0.05,0.1,0.25,59,15
0.1,0.2,0.05,0.1,0.3,59,15
0.1,0.2,0.05,0.15,0.05,27,15
0.1,0.2,0.05,0.15,0.1,26,15
0.1,0.2,0.05,0.15,0.15,47,15
0.1,0.2,0.05,0.15,0.2,59,15
0.1,0.2,0.05,0.15,0.25,0,15
0.1,0.2,0.05,0.15,0.3,10,15
0.1,0.2,0.05,0.2,0.05,34,15
0.1,0.2,0.05,0.2,0.1,0,15
0.1,0.2,0.05,0.2,0.15,38,15
0.1,0.2,0.05,0.2,0.2,62,15
0.1,0.2,0.05,0.2,0.25,1,15
0.1,0.2,0.05,0.2,0.3,24,15
0.1,0.2,0.05,0.25,0.05,0,15
0.1,0.2,0.05,0.25,0.1,26,15
0.1,0.2,0.05,0.25,0.15,50,15
0.1,0.2,0.05,0.25,0.2,0,15
0.1,0.2,0.05,0.25,0.25,0,15
0.1,0.2,0.05,0.25,0.3,36,15
0.1,0.2,0.05,0.3,0.05,55,15
0.1,0.2,0.05,0.3,0.1,47,15
0.1,0.2,0.05,0.3,0.15,54,15
0.1,0.2,0.05,0.3,0.2,62,15
0.1,0.2,0.05,0.3,0.25,0,15
0.1,0.2,0.05,0.3,0.3,0,15
0.1,0.2,0.1,0.05,0.05,12,15
0.1,0.2,0.1,0.05,0.1,55,15
0.1,0.2,0.1,0.05,0.15,47,15
0.1,0.2,0.1,0.05,0.2,45,15
0.1,0.2,0.1,0.05,0.25,53,15
0.1,0.2,0.1,0.05,0.3,53,15
0.1,0.2,0.1,0.1,0.05,40,15
0.1,0.2,0.1,0.1,0.1,43,15
0.1,0.2,0.1,0.1,0.15,55,15
0.1,0.2,0.1,0.1,0.2,55,15
0.1,0.2,0.1,0.1,0.25,50,15
0.1,0.2,0.1,0.1,0.3,43,15
0.1,0.2,0.1,0.15,0.05,48,15
0.1,0.2,0.1,0.15,0.1,2,15
0.1,0.2,0.1,0.15,0.15,41,15
0.1,0.2,0.1,0.15,0.2,15,15
0.1,0.2,0.1,0.15,0.25,35,15
0.1,0.2,0.1,0.15,0.3,61,15
0.1,0.2,0.1,0.2,0.05,0,15
0.1,0.2,0.1,0.2,0.1,46,15
0.1,0.2,0.1,0.2,0.15,63,15
0.1,0.2,0.1,0.2,0.2,46,15
0.1,0.2,0.1,0.2,0.25,41,15
0.1,0.2,0.1,0.2,0.3,61,15
0.1,0.2,0.1,0.25,0.05,0,15
0.1,0.2,0.1,0.25,0.1,30,15
0.1,0.2,0.1,0.25,0.15,50,15
0.1,0.2,0.1,0.25,0.2,50,15
0.1,0.2,0.1,0.25,0.25,63,15
0.1,0.2,0.1,0.25,0.3,0,15
0.1,0.2,0.1,0.3,0.05,56,15
0.1,0.2,0.1,0.3,0.1,41,15
0.1,0.2,0.1,0.3,0.15,40,15
0.1,0.2,0.1,0.3,0.2,28,15
0.1,0.2,0.1,0.3,0.25,43,15
0.1,0.2,0.1,0.3,0.3,56,15
0.1,0.2,0.15,0.05,0.05,10,15
0.1,0.2,0.15,0.05,0.1,36,15
0.1,0.2,0.15,0.05,0.15,56,15
0.1,0.2,0.15,0.05,0.2,58,15
0.1,0.2,0.15,0.05,0.25,56,15
0.1,0.2,0.15,0.05,0.3,13,15
0.1,0.2,0.15,0.1,0.05,0,15
0.1,0.2,0.15,0.1,0.1,0,15
0.1,0.2,0.15,0.1,0.15,0,15
0.1,0.2,0.15,0.1,0.2,34,15
0.1,0.2,0.15,0.1,0.25,25,15
0.1,0.2,0.15,0.1,0.3,57,15
0.1,0.2,0.15,0.15,0.05,14,15
0.1,0.2,0.15,0.15,0.1,53,15
0.1,0.2,0.15,0.15,0.15,27,15
0.1,0.2,0.15,0.15,0.2,57,15
0.1,0.2,0.15,0.15,0.25,27,15
0.1,0.2,0.15,0.15,0.3,34,15
0.1,0.2,0.15,0.2,0.05,0,15
0.1,0.2,0.15,0.2,0.1,0,15
0.1,0.2,0.15,0.2,0.15,0,15
0.1,0.2,0.15,0.2,0.2,61,15
0.1,0.2,0.15,0.2,0.25,0,15
0.1,0.2,0.15,0.2,0.3,50,15
0.1,0.2,0.15,0.25,0.05,1,15
0.1,0.2,0.15,0.25,0.1,0,15
0.1,0.2,0.15,0.25,0.15,35,15
0.1,0.2,0.15,0.25,0.2,43,15
0.1,0.2,0.15,0.25,0.25,57,15
0.1,0.2,0.15,0.25,0.3,61,15
0.1,0.2,0.15,0.3,0.05,51,15
0.1,0.2,0.15,0.3,0.1,54,15
0.1,0.2,0.15,0.3,0.15,41,15
0.1,0.2,0.15,0.3,0.2,39,15
0.1,0.2,0.15,0.3,0.25,43,15
0.1,0.2,0.15,0.3,0.3,54,15
0.1,0.2,0.2,0.05,0.05,6,15
0.1,0.2,0.2,0.05,0.1,37,15
0.1,0.2,0.2,0.05,0.15,52,15
0.1,0.2,0.2,0.05,0.2,42,15
0.1,0.2,0.2,0.05,0.25,56,15
0.1,0.2,0.2,0.05,0.3,25,15
0.1,0.2,0.2,0.1,0.05,14,15
0.1,0.2,0.2,0.1,0.1,46,15
0.1,0.2,0.2,0.1,0.15,15,15
0.1,0.2,0.2,0.1,0.2,40,15
0.1,0.2,0.2,0.1,0.25,31,15
0.1,0.2,0.2,0.1,0.3,46,15
0.1,0.2,0.2,0.15,0.05,30,15
0.1,0.2,0.2,0.15,0.1,41,15
0.1,0.2,0.2,0.15,0.15,28,15
0.1,0.2,0.2,0.15,0.2,55,15
0.1,0.2,0.2,0.15,0.25,27,15
0.1,0.2,0.2,0.15,0.3,42,15
0.1,0.2,0.2,0.2,0.05,0,15
0.1,0.2,0.2,0.2,0.1,34,15
0.1,0.2,0.2,0.2,0.15,0,15
0.1,0.2,0.2,0.2,0.2,0,15
0.1,0.2,0.2,0.2,0.25,59,15
0.1,0.2,0.2,0.2,0.3,30,15
0.1,0.2,0.2,0.25,0.05,13,15
0.1,0.2,0.2,0.25,0.1,10,15
0.1,0.2,0.2,0.25,0.15,11,15
0.1,0.2,0.2,0.25,0.2,46,15
0.1,0.2,0.2,0.25,0.25,53,15
0.1,0.2,0.2,0.25,0.3,57,15
0.1,0.2,0.2,0.3,0.05,54,15
0.1,0.2,0.2,0.3,0.1,49,15
0.1,0.2,0.2,0.3,0.15,49,15
0.1,0.2,0.2,0.3,0.2,15,15
0.1,0.2,0.2,0.3,0.25,54,15
0.1,0.2,0.2,0.3,0.3,46,15
0.1,0.2,0.25,0.05,0.05,2,15
0.1,0.2,0.25,0.05,0.1,34,15
0.1,0.2,0.25,0.05,0.15,33,15
0.1,0.2,0.25,0.05,0.2,48,15
0.1,0.2,0.25,0.05,0.25,30,15
0.1,0.2,0.25,0.05,0.3,59,15
0.1,0.2,0.25,0.1,0.05,3,15
0.1,0.2,0.25,0.1,0.1,15,15
0.1,0.2,0.25,0.1,0.15,7,15
0.1,0.2,0.25,0.1,0.2,50,15
0.1,0.2,0.25,0.1,0.25,25,15
0.1,0.2,0.25,0.1,0.3,28,15
0.1,0.2,0.25,0.15,0.05,23,15
0.1,0.2,0.25,0.15,0.1,0,15
0.1,0.2,0.25,0.15,0.15,47,15
0.1,0.2,0.25,0.15,0.2,0,15
0.1,0.2,0.25,0.15,0.25,55,15
0.1,0.2,0.25,0.15,0.3,0,15
0.1,0.2,0.25,0.2,0.05,0,15
0.1,0.2,0.25,0.2,0.1,0,15
0.1,0.2,0.25,0.2,0.15,43,15
0.1,0.2,0.25,0.2,0.2,51,15
0.1,0.2,0.25,0.2,0.25,0,15
0.1,0.2,0.25,0.2,0.3,32,15
0.1,0.2,0.25,0.25,0.05,2,15
0.1,0.2,0.25,0.25,0.1,0,15
0.1,0.2,0.25,0.25,0.15,0,15
0.1,0.2,0.25,0.25,0.2,28,15
0.1,0.2,0.25,0.25,0.25,50,15
0.1,0.2,0.25,0.25,0.3,55,15
0.1,0.2,0.25,0.3,0.05,45,15
0.1,0.2,0.25,0.3,0.1,51,15
0.1,0.2,0.25,0.3,0.15,50,15
0.1,0.2,0.25,0.3,0.2,28,15
0.1,0.2,0.25,0.3,0.25,13,15
0.1,0.2,0.25,0.3,0.3,56,15
0.1,0.2,0.3,0.05,0.05,4,15
0.1,0.2,0.3,0.05,0.1,7,15
0.1,0.2,0.3,0.05,0.15,29,15
0.1,0.2,0.3,0.05,0.2,41,15
0.1,0.2,0.3,0.05,0.25,60,15
0.1,0.2,0.3,0.05,0.3,28,15
0.1,0.2,0.3,0.1,0.05,24,15
0.1,0.2,0.3,0.1,0.1,11,15
0.1,0.2,0.3,0.1,0.15,22,15
0.1,0.2,0.3,0.1,0.2,9,15
0.1,0.2,0.3,0.1,0.25,28,15
0.1,0.2,0.3,0.1,0.3,14,15
0.1,0.2,0.3,0.15,0.05,18,15
0.1,0.2,0.3,0.15,0.1,33,15
0.1,0.2,0.3,0.15,0.15,24,15
0.1,0.2,0.3,0.15,0.2,42,15
0.1,0.2,0.3,0.15,0.25,45,15
0.1,0.2,0.3,0.15,0.3,53,15
0.1,0.2,0.3,0.2,0.05,0,15
0.1,0.2,0.3,0.2,0.1,0,15
0.1,0.2,0.3,0.2,0.15,24,15
0.1,0.2,0.3,0.2,0.2,0,15
0.1,0.2,0.3,0.2,0.25,55,15
0.1,0.2,0.3,0.2,0.3,0,15
0.1,0.2,0.3,0.25,0.05,1,15
0.1,0.2,0.3,0.25,0.1,0,15
0.1,0.2,0.3,0.25,0.15,0,15
0.1,0.2,0.3,0.25,0.2,30,15
0.1,0.2,0.3,0.25,0.25,39,15
0.1,0.2,0.3,0.25,0.3,48,15
0.1,0.2,0.3,0.3,0.05,45,15
0.1,0.2,0.3,0.3,0.1,47,15
0.1,0.2,0.3,0.3,0.15,44,15
0.1,0.2,0.3,0.3,0.2,35,15
0.1,0.2,0.3,0.3,0.25,28,15
0.1,0.2,0.3,0.3,0.3,23,15
0.3,0.2,0.05,0.05,0.05,44,15
0.3,0.2,0.05,0.05,0.1,63,15
0.3,0.2,0.05,0.05,0.15,59,15
0.3,0.2,0.05,0.05,0.2,61,15
0.3,0.2,0.05,0.05,0.25,61,15
0.3,0.2,0.05,0.05,0.3,61,15
0.3,0.2,0.05,0.1,0.05,60,15
0.3,0.2,0.05,0.1,0.1,63,15
0.3,0.2,0.05,0.1,0.15,64,15
