f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.1,0.2,0.1,0.3,0.1,0,23
0.1,0.2,0.1,0.3,0.15,2,23
0.1,0.2,0.1,0.3,0.2,2,23
0.1,0.2,0.1,0.3,0.25,2,23
0.1,0.2,0.1,0.3,0.3,2,23
0.1,0.2,0.15,0.05,0.05,0,23
0.1,0.2,0.15,0.05,0.1,0,23
0.1,0.2,0.15,0.05,0.15,0,23
0.1,0.2,0.15,0.05,0.2,0,23
0.1,0.2,0.15,0.05,0.25,0,23
0.1,0.2,0.15,0.05,0.3,0,23
0.1,0.2,0.15,0.1,0.05,0,23
0.1,0.2,0.15,0.1,0.1,0,23
0.1,0.2,0.15,0.1,0.15,0,23
0.1,0.2,0.15,0.1,0.2,0,23
0.1,0.2,0.15,0.1,0.25,0,23
0.1,0.2,0.15,0.1,0.3,0,23
0.1,0.2,0.15,0.15,0.05,0,23
0.1,0.2,0.15,0.15,0.1,0,23
0.1,0.2,0.15,0.15,0.15,5,23
0.1,0.2,0.15,0.15,0.2,5,23
0.1,0.2,0.15,0.15,0.25,0,23
0.1,0.2,0.15,0.15,0.3,5,23
0.1,0.2,0.15,0.2,0.05,0,23
0.1,0.2,0.15,0.2,0.1,0,23
0.1,0.2,0.15,0.2,0.15,0,23
0.1,0.2,0.15,0.2,0.2,0,23
0.1,0.2,0.15,0.2,0.25,2,23
0.1,0.2,0.15,0.2,0.3,2,23
0.1,0.2,0.15,0.25,0.05,0,23
0.1,0.2,0.15,0.25,0.1,0,23
0.1,0.2,0.15,0.25,0.15,2,23
0.1,0.2,0.15,0.25,0.2,2,23
0.1,0.2,0.15,0.25,0.25,2,23
0.1,0.2,0.15,0.25,0.3,2,23
0.1,0.2,0.15,0.3,0.05,0,23
0.1,0.2,0.15,0.3,0.1,0,23
0.1,0.2,0.15,0.3,0.15,2,23
0.1,0.2,0.15,0.3,0.2,2,23
0.1,0.2,0.15,0.3,0.25,2,23
0.1,0.2,0.15,0.3,0.3,2,23
0.1,0.2,0.2,0.05,0.05,1,23
0.1,0.2,0.2,0.05,0.1,0,23
0.1,0.2,0.2,0.05,0.15,0,23
0.1,0.2,0.2,0.05,0.2,0,23
0.1,0.2,0.2,0.05,0.25,0,23
0.1,0.2,0.2,0.05,0.3,0,23
0.1,0.2,0.2,0.1,0.05,0,23
0.1,0.2,0.2,0.1,0.1,0,23
0.1,0.2,0.2,0.1,0.15,0,23
0.1,0.2,0.2,0.1,0.2,0,23
0.1,0.2,0.2,0.1,0.25,0,23
0.1,0.2,0.2,0.1,0.3,4,23
0.1,0.2,0.2,0.15,0.05,0,23
0.1,0.2,0.2,0.15,0.1,0,23
0.1,0.2,0.2,0.15,0.15,0,23
0.1,0.2,0.2,0.15,0.2,3,23
0.1,0.2,0.2,0.15,0.25,3,23
0.1,0.2,0.2,0.15,0.3,3,23
0.1,0.2,0.2,0.2,0.05,0,23
0.1,0.2,0.2,0.2,0.1,0,23
0.1,0.2,0.2,0.2,0.15,1,23
0.1,0.2,0.2,0.2,0.2,1,23
0.1,0.2,0.2,0.2,0.25,1,23
0.1,0.2,0.2,0.2,0.3,1,23
0.1,0.2,0.2,0.25,0.05,0,23
0.1,0.2,0.2,0.25,0.1,0,23
0.1,0.2,0.2,0.25,0.15,2,23
0.1,0.2,0.2,0.25,0.2,2,23
0.1,0.2,0.2,0.25,0.25,1,23
0.1,0.2,0.2,0.25,0.3,1,23
0.1,0.2,0.2,0.3,0.05,0,23
0.1,0.2,0.2,0.3,0.1,0,23
0.1,0.2,0.2,0.3,0.15,1,23
0.1,0.2,0.2,0.3,0.2,1,23
0.1,0.2,0.2,0.3,0.25,1,23
0.1,0.2,0.2,0.3,0.3,1,23
0.1,0.2,0.25,0.05,0.05,1,23
0.1,0.2,0.25,0.05,0.1,1,23
0.1,0.2,0.25,0.05,0.15,0,23
0.1,0.2,0.25,0.05,0.2,0,23
0.1,0.2,0.25,0.05,0.25,0,23
0.1,0.2,0.25,0.05,0.3,0,23
0.1,0.2,0.25,0.1,0.05,0,23
0.1,0.2,0.25,0.1,0.1,0,23
0.1,0.2,0.25,0.1,0.15,0,23
0.1,0.2,0.25,0.1,0.2,0,23
0.1,0.2,0.25,0.1,0.25,4,23
0.1,0.2,0.25,0.1,0.3,4,23
0.1,0.2,0.25,0.15,0.05,0,23
0.1,0.2,0.25,0.15,0.1,1,23
0.1,0.2,0.25,0.15,0.15,1,23
0.1,0.2,0.25,0.15,0.2,1,23
0.1,0.2,0.25,0.15,0.25,1,23
0.1,0.2,0.25,0.15,0.3,3,23
0.1,0.2,0.25,0.2,0.05,0,23
0.1,0.2,0.25,0.2,0.1,1,23
0.1,0.2,0.25,0.2,0.15,1,23
0.1,0.2,0.25,0.2,0.2,1,23
0.1,0.2,0.25,0.2,0.25,1,23
0.1,0.2,0.25,0.2,0.3,1,23
0.1,0.2,0.25,0.25,0.05,0,23
0.1,0.2,0.25,0.25,0.1,0,23
0.1,0.2,0.25,0.25,0.15,1,23
0.1,0.2,0.25,0.25,0.2,1,23
0.1,0.2,0.25,0.25,0.25,1,23
0.1,0.2,0.25,0.25,0.3,1,23
0.1,0.2,0.25,0.3,0.05,0,23
0.1,0.2,0.25,0.3,0.1,0,23
0.1,0.2,0.25,0.3,0.15,1,23
0.1,0.2,0.25,0.3,0.2,1,23
0.1,0.2,0.25,0.3,0.25,1,23
0.1,0.2,0.25,0.3,0.3,1,23
0.1,0.2,0.3,0.05,0.05,1,23
0.1,0.2,0.3,0.05,0.1,1,23
0.1,0.2,0.3,0.05,0.15,1,23
0.1,0.2,0.3,0.05,0.2,0,23
0.1,0.2,0.3,0.05,0.25,0,23
0.1,0.2,0.3,0.05,0.3,0,23
0.1,0.2,0.3,0.1,0.05,1,23
0.1,0.2,0.3,0.1,0.1,1,23
0.1,0.2,0.3,0.1,0.15,2,23
0.1,0.2,0.3,0.1,0.2,2,23
0.1,0.2,0.3,0.1,0.25,3,23
0.1,0.2,0.3,0.1,0.3,3,23
0.1,0.2,0.3,0.15,0.05,1,23
0.1,0.2,0.3,0.15,0.1,1,23
0.1,0.2,0.3,0.15,0.15,1,23
0.1,0.2,0.3,0.15,0.2,1,23
0.1,0.2,0.3,0.15,0.25,1,23
0.1,0.2,0.3,0.15,0.3,1,23
0.1,0.2,0.3,0.2,0.05,1,23
0.1,0.2,0.3,0.2,0.1,1,23
0.1,0.2,0.3,0.2,0.15,1,23
0.1,0.2,0.3,0.2,0.2,1,23
0.1,0.2,0.3,0.2,0.25,1,23
0.1,0.2,0.3,0.2,0.3,1,23
0.1,0.2,0.3,0.25,0.05,0,23
0.1,0.2,0.3,0.25,0.1,1,23
0.1,0.2,0.3,0.25,0.15,1,23
0.1,0.2,0.3,0.25,0.2,1,23
0.1,0.2,0.3,0.25,0.25,1,23
0.1,0.2,0.3,0.25,0.3,1,23
0.1,0.2,0.3,0.3,0.05,0,23
0.1,0.2,0.3,0.3,0.1,1,23
0.1,0.2,0.3,0.3,0.15,1,23
0.1,0.2,0.3,0.3,0.2,1,23
0.1,0.2,0.3,0.3,0.25,1,23
0.1,0.2,0.3,0.3,0.3,1,23
0.1,0.6,0.05,0.05,0.05,121,23
0.1,0.6,0.05,0.05,0.1,124,23
0.1,0.6,0.05,0.05,0.15,131,23
0.1,0.6,0.05,0.05,0.2,128,23
0.1,0.6,0.05,0.05,0.25,135,23
0.1,0.6,0.05,0.05,0.3,134,23
0.1,0.6,0.05,0.1,0.05,97,23
0.1,0.6,0.05,0.1,0.1,108,23
0.1,0.6,0.05,0.1,0.15,110,23
0.1,0.6,0.05,0.1,0.2,124,23
0.1,0.6,0.05,0.1,0.25,122,23
0.1,0.6,0.05,0.1,0.3,114,23
0.1,0.6,0.05,0.15,0.05,72,23
0.1,0.6,0.05,0.15,0.1,89,23
0.1,0.6,0.05,0.15,0.15,91,23
0.1,0.6,0.05,0.15,0.2,93,23
0.1,0.6,0.05,0.15,0.25,96,23
0.1,0.6,0.05,0.15,0.3,99,23
0.1,0.6,0.05,0.2,0.05,62,23
0.1,0.6,0.05,0.2,0.1,71,23
0.1,0.6,0.05,0.2,0.15,72,23
0.1,0.6,0.05,0.2,0.2,76,23
0.1,0.6,0.05,0.2,0.25,80,23
0.1,0.6,0.05,0.2,0.3,81,23
0.1,0.6,0.05,0.25,0.05,49,23
0.1,0.6,0.05,0.25,0.1,62,23
0.1,0.6,0.05,0.25,0.15,64,23
0.1,0.6,0.05,0.25,0.2,65,23
0.1,0.6,0.05,0.25,0.25,65,23
0.1,0.6,0.05,0.25,0.3,66,23
0.1,0.6,0.05,0.3,0.05,40,23
0.1,0.6,0.05,0.3,0.1,51,23
0.1,0.6,0.05,0.3,0.15,61,23
0.1,0.6,0.05,0.3,0.2,61,23
0.1,0.6,0.05,0.3,0.25,61,23
0.1,0.6,0.05,0.3,0.3,61,23
0.1,0.6,0.1,0.05,0.05,92,23
0.1,0.6,0.1,0.05,0.1,109,23
0.1,0.6,0.1,0.05,0.15,117,23
0.1,0.6,0.1,0.05,0.2,123,23
0.1,0.6,0.1,0.05,0.25,121,23
0.1,0.6,0.1,0.05,0.3,122,23
0.1,0.6,0.1,0.1,0.05,51,23
0.1,0.6,0.1,0.1,0.1,76,23
0.1,0.6,0.1,0.1,0.15,89,23
0.1,0.6,0.1,0.1,0.2,93,23
0.1,0.6,0.1,0.1,0.25,94,23
0.1,0.6,0.1,0.1,0.3,97,23
0.1,0.6,0.1,0.15,0.05,21,23
0.1,0.6,0.1,0.15,0.1,54,23
0.1,0.6,0.1,0.15,0.15,58,23
0.1,0.6,0.1,0.15,0.2,63,23
0.1,0.6,0.1,0.15,0.25,70,23
0.1,0.6,0.1,0.15,0.3,74,23
0.1,0.6,0.1,0.2,0.05,16,23
0.1,0.6,0.1,0.2,0.1,45,23
0.1,0.6,0.1,0.2,0.15,46,23
0.1,0.6,0.1,0.2,0.2,50,23
0.1,0.6,0.1,0.2,0.25,54,23
0.1,0.6,0.1,0.2,0.3,54,23
0.1,0.6,0.1,0.25,0.05,12,23
0.1,0.6,0.1,0.25,0.1,22,23
0.1,0.6,0.1,0.25,0.15,38,23
0.1,0.6,0.1,0.25,0.2,45,23
0.1,0.6,0.1,0.25,0.25,45,23
0.1,0.6,0.1,0.25,0.3,46,23
0.1,0.6,0.1,0.3,0.05,10,23
0.1,0.6,0.1,0.3,0.1,16,23
0.1,0.6,0.1,0.3,0.15,22,23
0.1,0.6,0.1,0.3,0.2,28,23
0.1,0.6,0.1,0.3,0.25,35,23
0.1,0.6,0.1,0.3,0.3,38,23
0.1,0.6,0.15,0.05,0.05,44,23
0.1,0.6,0.15,0.05,0.1,87,23
0.1,0.6,0.15,0.05,0.15,98,23
0.1,0.6,0.15,0.05,0.2,104,23
0.1,0.6,0.15,0.05,0.25,102,23
0.1,0.6,0.15,0.05,0.3,105,23
0.1,0.6,0.15,0.1,0.05,19,23
0.1,0.6,0.15,0.1,0.1,49,23
0.1,0.6,0.15,0.1,0.15,59,23
0.1,0.6,0.15,0.1,0.2,67,23
0.1,0.6,0.15,0.1,0.25,68,23
0.1,0.6,0.15,0.1,0.3,75,23
0.1,0.6,0.15,0.15,0.05,10,23
0.1,0.6,0.15,0.15,0.1,21,23
0.1,0.6,0.15,0.15,0.15,38,23
0.1,0.6,0.15,0.15,0.2,49,23
0.1,0.6,0.15,0.15,0.25,52,23
0.1,0.6,0.15,0.15,0.3,52,23
0.1,0.6,0.15,0.2,0.05,10,23
0.1,0.6,0.15,0.2,0.1,14,23
0.1,0.6,0.15,0.2,0.15,21,23
0.1,0.6,0.15,0.2,0.2,23,23
0.1,0.6,0.15,0.2,0.25,38,23
0.1,0.6,0.15,0.2,0.3,41,23
0.1,0.6,0.15,0.25,0.05,10,23
0.1,0.6,0.15,0.25,0.1,11,23
0.1,0.6,0.15,0.25,0.15,17,23
0.1,0.6,0.15,0.25,0.2,20,23
0.1,0.6,0.15,0.25,0.25,20,23
0.1,0.6,0.15,0.25,0.3,20,23
0.1,0.6,0.15,0.3,0.05,8,23
0.1,0.6,0.15,0.3,0.1,10,23
0.1,0.6,0.15,0.3,0.15,12,23
0.1,0.6,0.15,0.3,0.2,12,23
0.1,0.6,0.15,0.3,0.25,16,23
0.1,0.6,0.15,0.3,0.3,18,23
0.1,0.6,0.2,0.05,0.05,17,23
0.1,0.6,0.2,0.05,0.1,45,23
0.1,0.6,0.2,0.05,0.15,63,23
0.1,0.6,0.2,0.05,0.2,81,23
0.1,0.6,0.2,0.05,0.25,88,23
0.1,0.6,0.2,0.05,0.3,87,23
0.1,0.6,0.2,0.1,0.05,10,23
0.1,0.6,0.2,0.1,0.1,24,23
0.1,0.6,0.2,0.1,0.15,43,23
0.1,0.6,0.2,0.1,0.2,46,23
0.1,0.6,0.2,0.1,0.25,54,23
0.1,0.6,0.2,0.1,0.3,54,23
0.1,0.6,0.2,0.15,0.05,9,23
0.1,0.6,0.2,0.15,0.1,10,23
0.1,0.6,0.2,0.15,0.15,12,23
0.1,0.6,0.2,0.15,0.2,26,23
0.1,0.6,0.2,0.15,0.25,28,23
0.1,0.6,0.2,0.15,0.3,32,23
0.1,0.6,0.2,0.2,0.05,9,23
0.1,0.6,0.2,0.2,0.1,10,23
0.1,0.6,0.2,0.2,0.15,10,23
0.1,0.6,0.2,0.2,0.2,11,23
0.1,0.6,0.2,0.2,0.25,19,23
0.1,0.6,0.2,0.2,0.3,20,23
0.1,0.6,0.2,0.25,0.05,8,23
0.1,0.6,0.2,0.25,0.1,10,23
0.1,0.6,0.2,0.25,0.15,10,23
0.1,0.6,0.2,0.25,0.2,11,23
0.1,0.6,0.2,0.25,0.25,11,23
0.1,0.6,0.2,0.25,0.3,11,23
0.1,0.6,0.2,0.3,0.05,6,23
0.1,0.6,0.2,0.3,0.1,10,23
0.1,0.6,0.2,0.3,0.15,10,23
0.1,0.6,0.2,0.3,0.2,10,23
0.1,0.6,0.2,0.3,0.25,11,23
0.1,0.6,0.2,0.3,0.3,11,23
0.1,0.6,0.25,0.05,0.05,11,23
0.1,0.6,0.25,0.05,0.1,22,23
0.1,0.6,0.25,0.05,0.15,41,23
0.1,0.6,0.25,0.05,0.2,50,23
0.1,0.6,0.25,0.05,0.25,58,23
0.1,0.6,0.25,0.05,0.3,55,23
0.1,0.6,0.25,0.1,0.05,9,23
0.1,0.6,0.25,0.1,0.1,11,23
0.1,0.6,0.25,0.1,0.15,20,23
0.1,0.6,0.25,0.1,0.2,29,23
0.1,0.6,0.25,0.1,0.25,30,23
0.1,0.6,0.25,0.1,0.3,34,23
0.1,0.6,0.25,0.15,0.05,8,23
0.1,0.6,0.25,0.15,0.1,10,23
0.1,0.6,0.25,0.15,0.15,10,23
0.1,0.6,0.25,0.15,0.2,11,23
0.1,0.6,0.25,0.15,0.25,20,23
0.1,0.6,0.25,0.15,0.3,24,23
0.1,0.6,0.25,0.2,0.05,8,23
0.1,0.6,0.25,0.2,0.1,9,23
0.1,0.6,0.25,0.2,0.15,10,23
0.1,0.6,0.25,0.2,0.2,10,23
0.1,0.6,0.25,0.2,0.25,10,23
0.1,0.6,0.25,0.2,0.3,10,23
0.1,0.6,0.25,0.25,0.05,7,23
0.1,0.6,0.25,0.25,0.1,9,23
0.1,0.6,0.25,0.25,0.15,10,23
0.1,0.6,0.25,0.25,0.2,10,23
0.1,0.6,0.25,0.25,0.25,10,23
0.1,0.6,0.25,0.25,0.3,10,23
0.1,0.6,0.25,0.3,0.05,6,23
0.1,0.6,0.25,0.3,0.1,8,23
0.1,0.6,0.25,0.3,0.15,9,23
0.1,0.6,0.25,0.3,0.2,10,23
0.1,0.6,0.25,0.3,0.25,10,23
0.1,0.6,0.25,0.3,0.3,10,23
0.1,0.6,0.3,0.05,0.05,8,23
0.1,0.6,0.3,0.05,0.1,17,23
0.1,0.6,0.3,0.05,0.15,25,23
0.1,0.6,0.3,0.05,0.2,33,23
0.1,0.6,0.3,0.05,0.25,35,23
0.1,0.6,0.3,0.05,0.3,40,23
0.1,0.6,0.3,0.1,0.05,7,23
0.1,0.6,0.3,0.1,0.1,10,23
0.1,0.6,0.3,0.1,0.15,11,23
0.1,0.6,0.3,0.1,0.2,20,23
0.1,0.6,0.3,0.1,0.25,26,23
0.1,0.6,0.3,0.1,0.3,27,23
0.1,0.6,0.3,0.15,0.05,7,23
0.1,0.6,0.3,0.15,0.1,9,23
0.1,0.6,0.3,0.15,0.15,10,23
0.1,0.6,0.3,0.15,0.2,10,23
0.1,0.6,0.3,0.15,0.25,11,23
0.1,0.6,0.3,0.15,0.3,11,23
0.1,0.6,0.3,0.2,0.05,7,23
0.1,0.6,0.3,0.2,0.1,9,23
0.1,0.6,0.3,0.2,0.15,9,23
0.1,0.6,0.3,0.2,0.2,10,23
0.1,0.6,0.3,0.2,0.25,10,23
0.1,0.6,0.3,0.2,0.3,10,23
0.1,0.6,0.3,0.25,0.05,7,23
0.1,0.6,0.3,0.25,0.1,8,23
0.1,0.6,0.3,0.25,0.15,9,23
0.1,0.6,0.3,0.25,0.2,9,23
0.1,0.6,0.3,0.25,0.25,10,23
0.1,0.6,0.3,0.25,0.3,10,23
0.1,0.6,0.3,0.3,0.05,7,23
0.1,0.6,0.3,0.3,0.1,7,23
0.1,0.6,0.3,0.3,0.15,8,23
0.1,0.6,0.3,0.3,0.2,9,23
0.1,0.6,0.3,0.3,0.25,9,23
0.1,0.6,0.3,0.3,0.3,10,23
0.3,0.2,0.05,0.05,0.05,49,23
0.3,0.2,0.05,0.05,0.1,55,23
0.3,0.2,0.05,0.05,0.15,50,23
0.3,0.2,0.05,0.05,0.2,50,23
0.3,0.2,0.05,0.05,0.25,49,23
0.3,0.2,0.05,0.05,0.3,49,23
0.3,0.2,0.05,0.1,0.05,45,23
0.3,0.2,0.05,0.1,0.1,47,23
0.3,0.2,0.05,0.1,0.15,46,23
0.3,0.2,0.05,0.1,0.2,46,23
0.3,0.2,0.05,0.1,0.25,46,23
0.3,0.2,0.05,0.1,0.3,47,23
0.3,0.2,0.05,0.15,0.05,45,23
0.3,0.2,0.05,0.15,0.1,47,23
0.3,0.2,0.05,0.15,0.15,47,23
0.3,0.2,0.05,0.15,0.2,48,23
0.3,0.2,0.05,0.15,0.25,47,23
0.3,0.2,0.05,0.15,0.3,46,23
0.3,0.2,0.05,0.2,0.05,44,23
0.3,0.2,0.05,0.2,0.1,44,23
0.3,0.2,0.05,0.2,0.15,44,23
0.3,0.2,0.05,0.2,0.2,47,23
0.3,0.2,0.05,0.2,0.25,42,23
0.3,0.2,0.05,0.2,0.3,32,23
0.3,0.2,0.05,0.25,0.05,51,23
0.3,0.2,0.05,0.25,0.1,45,23
0.3,0.2,0.05,0.25,0.15,46,23
0.3,0.2,0.05,0.25,0.2,46,23
0.3,0.2,0.05,0.25,0.25,52,23
0.3,0.2,0.05,0.25,0.3,48,23
0.3,0.2,0.05,0.3,0.05,47,23
0.3,0.2,0.05,0.3,0.1,45,23
0.3,0.2,0.05,0.3,0.15,45,23
0.3,0.2,0.05,0.3,0.2,52,23
0.3,0.2,0.05,0.3,0.25,52,23
0.3,0.2,0.05,0.3,0.3,52,23
0.3,0.2,0.1,0.05,0.05,26,23
0.3,0.2,0.1,0.05,0.1,38,23
0.3,0.2,0.1,0.05,0.15,40,23
0.3,0.2,0.1,0.05,0.2,42,23
0.3,0.2,0.1,0.05,0.25,42,23
0.3,0.2,0.1,0.05,0.3,41,23
0.3,0.2,0.1,0.1,0.05,41,23
0.3,0.2,0.1,0.1,0.1,43,23
0.3,0.2,0.1,0.1,0.15,41,23
0.3,0.2,0.1,0.1,0.2,41,23
0.3,0.2,0.1,0.1,0.25,42,23
0.3,0.2,0.1,0.1,0.3,42,23
0.3,0.2,0.1,0.15,0.05,39,23
0.3,0.2,0.1,0.15,0.1,44,23
0.3,0.2,0.1,0.15,0.15,44,23
0.3,0.2,0.1,0.15,0.2,46,23
0.3,0.2,0.1,0.15,0.25,46,23
0.3,0.2,0.1,0.15,0.3,45,23
0.3,0.2,0.1,0.2,0.05,44,23
0.3,0.2,0.1,0.2,0.1,45,23
0.3,0.2,0.1,0.2,0.15,44,23
0.3,0.2,0.1,0.2,0.2,39,23
0.3,0.2,0.1,0.2,0.25,39,23
0.3,0.2,0.1,0.2,0.3,39,23
0.3,0.2,0.1,0.25,0.05,41,23
0.3,0.2,0.1,0.25,0.1,44,23
0.3,0.2,0.1,0.25,0.15,46,23
0.3,0.2,0.1,0.25,0.2,46,23
0.3,0.2,0.1,0.25,0.25,43,23
0.3,0.2,0.1,0.25,0.3,43,23
0.3,0.2,0.1,0.3,0.05,38,23
0.3,0.2,0.1,0.3,0.1,42,23
0.3,0.2,0.1,0.3,0.15,43,23
0.3,0.2,0.1,0.3,0.2,45,23
0.3,0.2,0.1,0.3,0.25,46,23
0.3,0.2,0.1,0.3,0.3,42,23
0.3,0.2,0.15,0.05,0.05,23,23
0.3,0.2,0.15,0.05,0.1,25,23
0.3,0.2,0.15,0.05,0.15,36,23
0.3,0.2,0.15,0.05,0.2,38,23
0.3,0.2,0.15,0.05,0.25,38,23
0.3,0.2,0.15,0.05,0.3,38,23
0.3,0.2,0.15,0.1,0.05,28,23
0.3,0.2,0.15,0.1,0.1,39,23
0.3,0.2,0.15,0.1,0.15,42,23
0.3,0.2,0.15,0.1,0.2,42,23
0.3,0.2,0.15,0.1,0.25,41,23
0.3,0.2,0.15,0.1,0.3,42,23
0.3,0.2,0.15,0.15,0.05,35,23
0.3,0.2,0.15,0.15,0.1,42,23
0.3,0.2,0.15,0.15,0.15,44,23
0.3,0.2,0.15,0.15,0.2,40,23
0.3,0.2,0.15,0.15,0.25,43,23
0.3,0.2,0.15,0.15,0.3,42,23
0.3,0.2,0.15,0.2,0.05,35,23
0.3,0.2,0.15,0.2,0.1,40,23
0.3,0.2,0.15,0.2,0.15,44,23
0.3,0.2,0.15,0.2,0.2,44,23
0.3,0.2,0.15,0.2,0.25,41,23
0.3,0.2,0.15,0.2,0.3,45,23
0.3,0.2,0.15,0.25,0.05,35,23
0.3,0.2,0.15,0.25,0.1,40,23
0.3,0.2,0.15,0.25,0.15,40,23
0.3,0.2,0.15,0.25,0.2,40,23
0.3,0.2,0.15,0.25,0.25,40,23
0.3,0.2,0.15,0.25,0.3,41,23
0.3,0.2,0.15,0.3,0.05,30,23
0.3,0.2,0.15,0.3,0.1,40,23
0.3,0.2,0.15,0.3,0.15,40,23
0.3,0.2,0.15,0.3,0.2,41,23
0.3,0.2,0.15,0.3,0.25,41,23
0.3,0.2,0.15,0.3,0.3,41,23
0.3,0.2,0.2,0.05,0.05,20,23
0.3,0.2,0.2,0.05,0.1,23,23
0.3,0.2,0.2,0.05,0.15,22,23
0.3,0.2,0.2,0.05,0.2,29,23
0.3,0.2,0.2,0.05,0.25,32,23
0.3,0.2,0.2,0.05,0.3,34,23
0.3,0.2,0.2,0.1,0.05,23,23
0.3,0.2,0.2,0.1,0.1,36,23
0.3,0.2,0.2,0.1,0.15,39,23
0.3,0.2,0.2,0.1,0.2,36,23
0.3,0.2,0.2,0.1,0.25,38,23
0.3,0.2,0.2,0.1,0.3,38,23
0.3,0.2,0.2,0.15,0.05,23,23
0.3,0.2,0.2,0.15,0.1,36,23
0.3,0.2,0.2,0.15,0.15,41,23
0.3,0.2,0.2,0.15,0.2,42,23
0.3,0.2,0.2,0.15,0.25,43,23
0.3,0.2,0.2,0.15,0.3,39,23
0.3,0.2,0.2,0.2,0.05,24,23
0.3,0.2,0.2,0.2,0.1,36,23
0.3,0.2,0.2,0.2,0.15,38,23
0.3,0.2,0.2,0.2,0.2,39,23
0.3,0.2,0.2,0.2,0.25,39,23
0.3,0.2,0.2,0.2,0.3,39,23
0.3,0.2,0.2,0.25,0.05,20,23
0.3,0.2,0.2,0.25,0.1,34,23
0.3,0.2,0.2,0.25,0.15,39,23
0.3,0.2,0.2,0.25,0.2,39,23
0.3,0.2,0.2,0.25,0.25,39,23
0.3,0.2,0.2,0.25,0.3,39,23
0.3,0.2,0.2,0.3,0.05,20,23
0.3,0.2,0.2,0.3,0.1,34,23
0.3,0.2,0.2,0.3,0.15,35,23
0.3,0.2,0.2,0.3,0.2,39,23
0.3,0.2,0.2,0.3,0.25,39,23
0.3,0.2,0.2,0.3,0.3,39,23
0.3,0.2,0.25,0.05,0.05,20,23
0.3,0.2,0.25,0.05,0.1,23,23
0.3,0.2,0.25,0.05,0.15,24,23
0.3,0.2,0.25,0.05,0.2,22,23
0.3,0.2,0.25,0.05,0.25,22,23
0.3,0.2,0.25,0.05,0.3,31,23
0.3,0.2,0.25,0.1,0.05,20,23
0.3,0.2,0.25,0.1,0.1,24,23
0.3,0.2,0.25,0.1,0.15,28,23
0.3,0.2,0.25,0.1,0.2,37,23
0.3,0.2,0.25,0.1,0.25,34,23
0.3,0.2,0.25,0.1,0.3,34,23
0.3,0.2,0.25,0.15,0.05,21,23
0.3,0.2,0.25,0.15,0.1,33,23
0.3,0.2,0.25,0.15,0.15,35,23
0.3,0.2,0.25,0.15,0.2,36,23
0.3,0.2,0.25,0.15,0.25,36,23
0.3,0.2,0.25,0.15,0.3,36,23
0.3,0.2,0.25,0.2,0.05,21,23
0.3,0.2,0.25,0.2,0.1,33,23
0.3,0.2,0.25,0.2,0.15,34,23
0.3,0.2,0.25,0.2,0.2,36,23
0.3,0.2,0.25,0.2,0.25,36,23
0.3,0.2,0.25,0.2,0.3,36,23
0.3,0.2,0.25,0.25,0.05,19,23
0.3,0.2,0.25,0.25,0.1,33,23
0.3,0.2,0.25,0.25,0.15,34,23
0.3,0.2,0.25,0.25,0.2,35,23
0.3,0.2,0.25,0.25,0.25,36,23
0.3,0.2,0.25,0.25,0.3,37,23
0.3,0.2,0.25,0.3,0.05,19,23
0.3,0.2,0.25,0.3,0.1,26,23
0.3,0.2,0.25,0.3,0.15,34,23
0.3,0.2,0.25,0.3,0.2,34,23
0.3,0.2,0.25,0.3,0.25,35,23
0.3,0.2,0.25,0.3,0.3,36,23
0.3,0.2,0.3,0.05,0.05,20,23
0.3,0.2,0.3,0.05,0.1,20,23
0.3,0.2,0.3,0.05,0.15,23,23
0.3,0.2,0.3,0.05,0.2,23,23
0.3,0.2,0.3,0.05,0.25,20,23
0.3,0.2,0.3,0.05,0.3,27,23
0.3,0.2,0.3,0.1,0.05,20,23
0.3,0.2,0.3,0.1,0.1,23,23
0.3,0.2,0.3,0.1,0.15,24,23
0.3,0.2,0.3,0.1,0.2,26,23
0.3,0.2,0.3,0.1,0.25,32,23
0.3,0.2,0.3,0.1,0.3,29,23
0.3,0.2,0.3,0.15,0.05,20,23
0.3,0.2,0.3,0.15,0.1,22,23
0.3,0.2,0.3,0.15,0.15,32,23
0.3,0.2,0.3,0.15,0.2,35,23
0.3,0.2,0.3,0.15,0.25,33,23
0.3,0.2,0.3,0.15,0.3,34,23
0.3,0.2,0.3,0.2,0.05,20,23
0.3,0.2,0.3,0.2,0.1,24,23
0.3,0.2,0.3,0.2,0.15,32,23
0.3,0.2,0.3,0.2,0.2,33,23
0.3,0.2,0.3,0.2,0.25,35,23
0.3,0.2,0.3,0.2,0.3,35,23
0.3,0.2,0.3,0.25,0.05,19,23
0.3,0.2,0.3,0.25,0.1,24,23
0.3,0.2,0.3,0.25,0.15,33,23
0.3,0.2,0.3,0.25,0.2,33,23
0.3,0.2,0.3,0.25,0.25,33,23
0.3,0.2,0.3,0.25,0.3,35,23
0.3,0.2,0.3,0.3,0.05,19,23
0.3,0.2,0.3,0.3,0.1,22,23
0.3,0.2,0.3,0.3,0.15,26,23
0.3,0.2,0.3,0.3,0.2,31,23
0.3,0.2,0.3,0.3,0.25,31,23
0.3,0.2,0.3,0.3,0.3,32,23
0.3,0.6,0.05,0.05,0.05,163,23
